x,x,x,x,x
x,1,169.838450732641,56.2345354119316,36.6295363847166
x,0,184.919534891378,98.8041558302939,40.3275003703311
x,0,152.413626108319,41.6390050575137,27.8010383574292
x,0,186.741101427469,95.4258506419137,68.7373472098261
x,1,162.072471191641,97.9676745412871,49.7598238149658
x,0,172.837632265873,77.0478166919202,39.6234800573438
x,0,183.292729849927,56.6432610386983,73.2844244455919
x,0,177.330287813675,68.1570039503276,44.0751214604825
x,0,172.520196286496,70.4504814464599,47.7411504369229
x,1,190.350986947306,78.4316184045747,54.2952361656353
x,0,199.25049104495,60.7167719630525,40.7374605955556
x,1,172.684999578632,63.2799880439416,43.9613181818277
x,1,166.37857502792,51.1457023583353,67.5806630123407
x,0,179.799552820623,87.7621322358027,65.2343997405842
x,0,196.943168260623,96.4051774144173,49.2018126649782
x,0,162.820953258779,40.5866262828931,25.6851857947186
x,0,174.597933609039,93.2374454010278,35.8287756377831
x,1,165.160774369724,97.9255678411573,50.0299415970221
x,1,166.361613478512,66.5697338851169,62.1234392654151
x,1,162.102298950776,43.6642026016489,22.7817821828648
x,1,153.780498763081,94.9953902792186,20.0993420509622
x,0,157.598710549064,59.269972955808,61.702323872596
x,1,197.827157180291,43.1238912791014,77.3331426503137
x,0,164.207958756015,44.2518448131159,44.246019301936
x,1,163.714861962944,55.9363235440105,67.0784434862435
x,1,176.32973267464,49.1876141726971,25.0334765342996
x,1,151.2429602677,79.1867308598012,34.5441695302725
x,1,153.768886893522,84.1637181863189,56.7988441884518
x,1,150.715485925321,96.8687388068065,58.0516191245988
x,1,170.902925194241,83.3913787128404,32.0668712817132
x,1,162.486073106993,57.5244262255728,55.6196393957362
x,0,158.18430952495,40.2165943570435,38.0537241604179
x,0,173.428148473613,89.343343777582,72.2111376002431
x,1,165.568857337348,43.867666372098,26.0632010921836
x,1,176.805618719663,48.7883749045432,67.9220615886152
x,1,181.075308658183,75.1349563617259,33.267963109538
x,1,187.789567548316,74.4115647021681,47.4883854715154
x,1,161.73344317358,84.17941482272,77.0841187098995
x,1,181.663218641188,43.2227254426107,49.3336560064927
x,1,185.271977970842,78.631924376823,58.9969338383526
x,0,185.280994395725,55.6728567602113,43.6119444621727
x,1,196.650286344811,51.6262582410127,47.9144409205765
x,1,169.994074979331,62.6526376698166,73.1705192150548
x,1,173.470233543776,41.1412287503481,57.7428450249135
x,0,199.126438016538,98.4002306172624,66.4485651021823
x,0,185.88927971432,80.1761776348576,42.2742011817172
x,1,189.93132567266,66.7656432418153,72.2846313146874
x,0,163.466908945702,51.9212465547025,44.6136587392539
x,1,183.381789340638,44.3301675794646,45.1853411644697
x,0,197.843899892177,72.0035183383152,28.2585060363635
x,1,166.621182789095,74.4992308458313,59.4761880673468
x,0,159.204113692977,73.5040858993307,45.5234048888087
x,1,184.592118335422,70.7901763729751,25.8676985511556
x,1,168.575320648961,86.3788988161832,56.4371319441125
x,0,195.994510641322,42.6411661878228,30.6417715130374
x,0,177.77083364781,93.50856855046,38.623843039386
x,1,166.526796028484,46.4446595497429,31.8334104120731
x,0,187.969691224862,71.972249718383,62.8156954236329
x,0,174.524985568132,76.6228543408215,64.1823799768463
x,0,185.581311932765,60.6484822090715,74.9131889967248
x,0,199.957556999288,82.7954658959061,62.0415844209492
x,1,182.436386251356,54.4597810041159,69.9902079068124
x,1,153.446488897316,89.9291554931551,62.3254177067429
x,1,188.05463956669,64.8405971191823,28.3329849597067
x,1,179.819121328183,95.3176971292123,32.0762607455254
x,0,155.575696052983,81.7028182512149,34.1101548494771
x,0,179.703060584143,80.1819389080629,57.4968452053145
x,1,163.687252032105,75.7630511745811,66.2004033941776
x,0,171.549915801734,96.8958885176107,50.2475755196065
x,1,151.656771975104,94.3582883570343,51.7435388173908
x,0,155.454031960107,68.5084023466334,23.0955014796928
x,1,193.993414682336,61.8632810888812,78.4602930303663
x,0,193.41890468495,67.2560221981257,27.469391846098
x,1,186.964721418917,63.3248650887981,53.3577972277999
x,1,177.849071857054,87.1705850213766,33.6694036191329
x,1,197.554487281013,57.7305801538751,38.8982836622745
x,0,169.94342826074,40.6303295260295,49.1188964899629
x,0,163.178787147626,98.7204230763018,79.7230400005355
x,1,190.953497227747,98.2819663221017,59.3265126598999
x,0,170.716988807544,71.2227056967095,23.2653987035155
x,0,171.621125354432,54.12477793172,37.093721460551
x,1,182.362530380487,91.8735590903088,57.1921220375225
x,0,172.625631000847,45.8618238847703,54.0770632587373
x,0,190.875131683424,85.0643271394074,36.2770078703761
x,0,166.104961442761,87.2770658694208,71.9583938550204
x,0,197.733787365723,86.5514211962,66.2614850886166
x,1,174.946388811804,72.8682312462479,55.8485203655437
x,1,191.235353436787,81.7740903701633,78.5700224386528
x,1,176.313217263669,98.7617292348295,28.1751309102401
x,1,171.054048324004,63.8673237990588,29.7974993847311
x,1,195.086155377794,75.0551250763237,25.2084044227377
x,1,151.690962340217,59.226354258135,61.6753110382706
x,0,174.519370717462,55.664428002201,74.7481021331623
x,0,150.852722872514,91.8932483484969,32.9246134357527
x,0,165.761001966894,64.1467540571466,46.7308787535876
x,1,193.594450515229,96.6507455240935,76.3070424413309
x,1,187.526382168289,73.6463591083884,41.7620999645442
x,1,173.899452236947,41.9883735105395,55.7281325431541
x,0,163.628623739351,71.2738709710538,75.22002838552
x,1,189.296762109734,91.2415090948343,24.0157112618908
x,1,180.603961599991,67.9275748878717,40.6870542885736
x,0,182.336618285626,99.7023322852328,44.3997934181243
x,0,165.790648770053,61.2096730060875,61.3617238681763
x,0,178.910443175118,68.3483918290585,69.8465806432068
x,0,187.894675927237,80.4005240788683,63.7317733606324
x,0,192.409302212764,50.5425505805761,39.3129666987807
x,0,179.22015725635,43.0742058716714,42.4911650270224
x,0,165.032243751921,65.6084404978901,72.2696592099965
x,0,160.868431872223,49.7117015393451,30.0159993954003
x,1,154.707915370818,78.6521665612236,28.7997864605859
x,1,173.634192021564,92.6111928885803,77.6503998786211
x,1,184.548728016671,64.3707772251219,47.590937805362
x,1,185.455202218145,82.0775962760672,57.1980909164995
x,0,168.843628955074,52.8047832474113,63.5443683946505
x,0,195.117433252744,93.1982375541702,42.1766276424751
x,0,177.497202716768,99.4702741969377,70.4617496533319
x,1,180.784428515472,98.9167049527168,79.934973125346
x,1,166.036382375751,96.4792747376487,56.0353893926367
x,1,151.864836004097,81.4031316014007,41.9167738221586
x,1,185.165427194443,65.689917402342,65.3569479705766
x,1,167.027252679691,89.8835800820962,69.4473004434258
x,1,179.576647165231,63.7496859394014,47.4926855554804
x,0,181.87799307052,59.9401136441156,27.4946024315432
x,0,167.354959249496,40.0216366536915,50.6041436363012
x,1,171.703385084402,92.4787614447996,63.8186530862004
x,0,177.759040915407,78.263445016928,40.3239942761138
x,1,183.618642878719,81.1125113768503,59.8139781085774
x,1,192.473938758485,61.7819268396124,25.1645726012066
x,0,173.910169408191,64.4549626437947,63.7189274374396
x,0,191.577529988717,72.6249936269596,27.50211476814
x,0,173.803305835463,45.9358568349853,30.2848352631554
x,0,177.385033282917,95.4693663679063,35.9495135163888
x,1,197.113797639031,72.1637120004743,29.2523105768487
x,0,195.358548942022,97.4611469125375,45.5794351175427
x,1,176.334021356888,80.2921866392717,33.9136416465044
x,0,159.707757655997,52.3279575770721,29.6622043056414
x,0,160.754223051481,75.0679005077109,48.4380554920062
x,1,192.755369329825,99.0638701897115,30.8127737371251
x,0,196.268045424949,46.6862570261583,25.5927661480382
x,1,195.467971253674,87.9354234738275,35.187158677727
x,0,183.336672943551,81.8175696628168,33.1084421649575
x,1,192.946070060134,60.608193166554,24.8628765856847
x,1,164.3832206144,75.1099168229848,51.6648953733966
x,1,176.594258891419,91.4856689749286,37.937362655066
x,1,156.752113171387,94.905212931335,77.5690236128867
x,0,196.127916895784,86.121577937156,76.3220365066081
x,1,161.900818999857,48.1660525407642,57.2580593824387
x,0,162.27160297567,46.8743345700204,59.1540575446561
x,1,192.209709296003,93.5579318972304,55.7855670899153
x,1,164.018974418286,60.0070216134191,56.0703123686835
x,0,159.643570589833,87.9368499619886,38.9147296966985
x,1,190.70691310335,60.049275807105,73.2666676910594
x,1,170.545584289357,53.9907410740852,40.1953510614112
x,1,175.604140071664,89.5372391724959,55.2543527865782
x,1,176.892359321937,41.7718159221113,24.4525238359347
x,0,185.271915688645,70.0458760140464,79.2750601330772
x,0,173.27922875993,53.3541128132492,52.8153674630448
x,1,173.115340992808,46.0082480218261,55.9543447429314
x,1,194.519398116972,47.0311196614057,45.9245109604672
x,0,188.617805275135,79.5774510549381,74.5359646715224
x,1,158.877815911546,95.596024049446,54.3462398089468
x,1,197.962901741266,57.4565963726491,57.6020271517336
x,1,167.653060483281,42.0848710369319,33.0266858078539
x,0,169.925479497761,73.7031830195338,27.1958701871336
x,1,171.901137416717,95.6319963699207,60.9036593139172
x,1,169.059244415257,51.7705664923415,53.9001341769472
x,1,178.461523842998,77.243507434614,56.128077483736
x,1,159.294385800604,97.4201184744015,59.9292842485011
x,0,182.042099046521,70.7510277023539,48.313656244427
x,1,199.067649291828,85.7007359759882,29.2351647792384
x,1,175.182870437857,69.3265968794003,79.5755954086781
x,0,187.486199848354,43.133235424757,31.8803521152586
x,1,162.652860104572,62.0720780966803,26.7746871383861
x,0,168.037218076643,51.9464481296018,41.5780559461564
x,1,174.27774106618,63.972436147742,77.2317289141938
x,1,150.42506280588,48.1593295978382,60.3402059758082
x,0,190.777547191828,84.4988498650491,62.9006539890543
x,1,194.175935001113,93.1134700821713,32.8014255687594
x,1,159.472373093013,99.6428861794993,67.3586926283315
x,1,169.298956287093,71.7492021480575,50.4758574068546
x,0,172.010994853918,50.5981364566833,60.6559514719993
x,1,152.919474150985,59.8013832559809,52.4627029942349
x,1,166.756654600613,70.2153086708859,70.0672276783735
x,1,174.131705134641,58.934699902311,66.2394908349961
x,1,160.076209309045,70.360414404422,41.1046277824789
x,1,162.047491292469,47.0327568147331,35.45476810541
x,1,189.964728069026,83.0647695856169,55.5568773671985
x,1,174.140118632931,71.3252189429477,75.3195705264807
x,1,191.494700033218,50.2178216679022,59.706024909392
x,1,154.742319730576,98.7913404032588,78.4160402836278
x,0,157.842148886994,83.5839073266834,27.2319090319797
x,1,154.279694869183,84.1977660916746,40.1553085725754
x,1,198.297656828072,98.9529968332499,34.1640716791153
x,1,186.733447259758,69.3471436342224,71.4574476936832
x,1,158.585778495762,55.9017733531073,39.1444081347436
x,1,153.816549817566,89.9165412178263,48.6283590458333
x,0,181.966160505544,53.9411880308762,64.9207335151732
x,1,157.989129447378,70.9688664088026,38.3458747388795
x,0,187.555624369998,91.073262700811,76.2629142776132
x,0,159.70567407785,70.9988450817764,77.4520080117509
x,0,173.75008991221,67.024679700844,67.1093595214188
x,1,169.512005278375,68.0101670743898,59.478235123679
x,0,175.620654621162,67.5106347585097,23.6894284700975
x,1,170.038607239258,85.1700277579948,78.6295532854274
x,0,181.440621428192,76.6813067300245,72.6639661751688
x,1,162.564229231793,86.5503668086603,66.4781820261851
x,0,167.902864317875,73.9624988054857,36.3152694003657
x,1,198.422262002714,43.4808030817658,46.8406978482381
x,0,182.069536659401,82.1090443246067,33.2378883240744
x,1,177.647066535428,51.0594243695959,62.9949093004689
x,1,162.532598699909,68.0559739517048,36.4258468756452
x,1,197.561555472203,94.6113277738914,27.7032799832523
x,0,160.163561871741,89.534118603915,75.5002262024209
x,1,174.821077974048,46.4146588463336,54.6728810947388
x,1,176.091289578471,53.0266714608297,56.7198100220412
x,1,162.320891150739,88.1600383343175,54.1872130054981
x,1,190.996373421513,85.5146655626595,62.1429996937513
x,1,166.461471351795,74.0026869578287,28.887623231858
x,0,193.581979407463,67.7966766897589,72.2903346829116
x,0,174.022043135483,60.4514040937647,43.705442622304
x,0,189.746143633965,46.1016530590132,67.3175904015079
x,1,175.110397185199,78.8750659255311,25.4190285038203
x,0,169.06559758354,82.470577461645,43.256349246949
x,0,188.418831862509,66.505207689479,49.7683733142912
x,1,165.074450406246,92.8593174507841,74.275554837659
x,1,189.925623778254,81.5539497416466,22.3258606437594
x,1,183.031936350744,55.4380022455007,58.2609771750867
x,1,171.224394696765,68.3394823828712,32.7204420510679
x,1,197.79741949169,89.6313691465184,65.4606513073668
x,1,164.543604466598,82.4843614455312,40.5410060519353
x,0,153.697721031494,84.7264570230618,25.5470773996785
x,0,186.845356435515,47.1667098533362,68.5994229372591
x,1,152.33970003901,81.7494962317869,35.7672971719876
x,0,159.774702007417,56.1983878957108,45.8060819189996
x,1,168.205201125238,48.4874350903556,49.6348654525355
x,0,185.526671539992,93.4724569087848,53.2141034817323
x,0,183.148681861348,90.9343930752948,61.1353758117184
x,1,160.513126221485,56.5338611928746,79.3190582375973
x,1,172.676288452931,94.8151525529101,73.9717047428712
x,0,177.471774735022,49.6004492929205,78.7152389110997
x,1,183.467979321722,91.5965242264792,79.3139717215672
x,0,183.454649348278,57.6286006812006,31.0501200938597
x,1,167.461772600655,78.2243988430128,63.7472104374319
x,0,163.192982354667,66.0790938325226,55.9911049623042
x,1,193.505366984755,79.8733890382573,57.2665438521653
x,0,185.032617137767,83.2423637714237,45.8307543024421
x,1,161.703424400184,64.3978067394346,33.5812550829723
x,0,192.992741987109,60.315611101687,48.0809955950826
x,1,180.260835937224,49.9532411107793,54.1556295892224
x,1,192.34241140075,50.3328501572832,64.8727122787386
x,1,184.740468196105,73.9738450245932,62.3987275641412
x,1,182.52944026608,87.8703917236999,71.8956128833815
x,1,191.746163764037,67.7060898859054,73.4385094046593
x,1,150.710428296588,61.1788119422272,39.3116780230775
x,1,192.617449350655,48.4779793396592,52.134356983006
x,1,173.827091534622,88.6960608605295,65.7986664725468
x,1,167.211509263143,55.3948907507583,53.756658625789
x,1,177.710561675485,67.0609753672034,59.4690443808213
x,1,191.933600930497,85.7118962006643,46.7650943249464
x,1,194.886473391671,73.9985504746437,71.3033122615889
x,0,157.385661348235,87.0196303958073,46.61444935482
x,0,196.353957499377,52.8777642687783,32.5413091434166
x,0,159.433900739532,84.9285241449252,58.4099111054093
x,0,182.810815551784,42.3167458269745,36.1326797958463
x,1,175.181797496043,40.5980278924108,68.6679109511897
x,1,155.328228231519,73.6295571783558,54.1710078110918
x,0,169.252240867354,87.1226001763716,45.4002691293135
x,1,165.648313926067,45.5511926487088,73.3704620134085
x,0,183.509554644115,51.1518361931667,60.6917944876477
x,1,175.821879284922,53.7661484256387,77.3917035711929
x,1,175.092927063815,47.641553315334,50.2370908344164
x,0,192.843721166719,77.3718270659447,51.417238577269
x,1,161.169815564062,61.5710982540622,72.8162859892473
x,0,171.990550204646,91.2698440346867,28.497584653087
x,0,166.063248028513,98.9406811771914,57.0724684698507
x,1,163.750713865738,90.0029499642551,33.0122112389654
x,1,174.771779973526,42.1406494313851,44.9849866470322
x,0,185.046470700763,52.7584323147312,47.5117311812937
x,1,157.478195836302,46.5508057782426,43.385094567202
x,1,187.802142289001,46.309097870253,60.1457663159817
x,0,175.090419373009,99.2051065014675,58.5438765771687
x,0,196.225291525479,70.4207243770361,48.8338519213721
x,1,155.039613123517,72.2532537905499,73.9280260028318
x,1,167.647961387411,97.4209781363606,61.7235273495317
